engine,agent,mcts_iterations,mcts_rollout_depth,mcts_exploration,size,map_type,enemy_profile,item_profile,wall_profile,enemy_count_setting,items,wall_density,player_hp,enemy_hp,ofat_factor,ofat_value,max_steps,seed,episode,map_seed,experiment_name,cell_id,won,turns,damage_taken,final_hp,remaining_enemies,map_width,map_height,generated_enemy_count,generated_obstacle_count,generated_obstacle_density,structurally_valid,reachable_floor_fraction,interior_wall_density,dead_end_count,chokepoint_count,min_enemy_attack_distance,avg_enemy_attack_distance,max_enemy_attack_distance
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,9,20,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,0,27,4,0,1,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,2,14,16,17.333333333333332,18
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,10,21,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,46,2,2,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,6,21,13,14.333333333333334,15
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,11,22,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,0,29,4,0,2,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,8,32,12,12.666666666666666,14
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,12,23,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,38,3,1,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,4,14,15,16.0,17
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,13,24,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,0,28,4,0,1,13,11,3,31,0.32000000000000006,1,0.9411764705882353,0.31313131313131315,4,19,10,11.333333333333334,12
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,14,25,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,57,2,2,0,13,11,3,31,0.32000000000000006,1,0.9558823529411765,0.31313131313131315,3,12,13,13.666666666666666,15
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,15,26,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,55,3,1,0,13,11,3,32,0.32000000000000006,1,0.9552238805970149,0.32323232323232326,7,26,17,17.333333333333332,18
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,16,27,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,0,31,4,0,2,13,11,3,32,0.32000000000000006,1,0.9552238805970149,0.32323232323232326,5,27,14,14.0,14
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,17,28,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,63,2,2,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,3,8,15,16.0,17
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,18,29,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,44,3,1,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,2,9,13,14.666666666666666,16
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,19,30,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,59,2,2,0,13,11,3,32,0.32000000000000006,1,0.9253731343283582,0.32323232323232326,3,18,13,14.333333333333334,15
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,20,31,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,33,3,1,0,13,11,3,32,0.32000000000000006,1,0.9552238805970149,0.32323232323232326,8,10,14,15.0,16
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,21,32,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,22,2,2,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,5,17,10,11.0,12
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,22,33,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,0,21,4,0,1,13,11,3,32,0.32000000000000006,1,0.9552238805970149,0.32323232323232326,9,38,14,14.333333333333334,15
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,23,34,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,19,1,3,0,13,11,3,32,0.32000000000000006,1,0.9552238805970149,0.32323232323232326,7,22,7,8.0,9
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,24,35,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,24,3,1,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,2,7,14,14.666666666666666,16
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,25,36,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,37,3,1,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,5,15,14,15.0,16
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,26,37,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,0,30,4,0,1,13,11,3,32,0.32000000000000006,1,0.9253731343283582,0.32323232323232326,3,8,16,16.666666666666668,18
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,27,38,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,48,1,3,0,13,11,3,32,0.32000000000000006,1,0.9402985074626866,0.32323232323232326,5,25,15,15.666666666666666,17
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,28,39,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,44,3,1,0,13,11,3,32,0.32000000000000006,1,0.9552238805970149,0.32323232323232326,4,18,19,19.333333333333332,20
griddly,mcts_medium,200,30,1.4142135623730951,medium,random_walk,medium_plus,many,open,medium_plus,many,low,4,2,map_type,random_walk,120,11,29,40,ofat_real,ofat:factor=map_type:value=random_walk:size=medium:map_type=random_walk:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=mcts_medium,1,53,2,2,0,13,11,3,32,0.32000000000000006,1,0.9552238805970149,0.32323232323232326,6,19,11,12.0,13
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,0,11,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,16,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,1,12,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,9,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,2,13,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,22,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,2,2,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,3,14,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,12,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,6,9,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,4,15,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,15,4,0,2,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,1,1,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,5,16,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,9,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,6,17,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,14,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,3,3,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,7,18,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,18,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,8,19,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,13,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,6,6,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,9,20,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,16,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,3,3,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,10,21,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,13,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,1,1,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,11,22,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,12,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,12,23,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,10,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,7,7.0,7
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,13,24,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,11,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,14,25,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,14,4,0,2,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,7,7.0,7
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,15,26,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,11,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,16,27,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,11,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,17,28,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,15,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,18,29,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,24,4,0,1,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,1,1,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,19,30,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,7,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,20,31,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,12,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,1,1,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,21,32,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,11,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,1,1,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,22,33,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,14,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,1,1,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,23,34,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,11,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,24,35,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,13,4,0,2,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,25,36,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,15,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,26,37,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,12,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,1,1,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,27,38,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,18,4,0,3,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,0,0,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,28,39,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,27,4,0,2,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,2,2,8,8.0,8
griddly,random,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,29,40,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=random,0,13,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,0,11,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,14,4,0,1,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,0,0,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,1,12,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,14,3,1,0,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,2,13,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,7,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,2,2,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,3,14,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,13,3,1,0,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,6,9,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,4,15,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,13,3,1,0,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,1,1,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,5,16,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,15,3,1,0,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,0,0,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,6,17,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,12,3,1,0,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,3,3,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,7,18,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,13,1,3,0,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,8,19,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,11,4,0,1,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,6,6,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,9,20,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,14,3,1,0,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,3,3,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,10,21,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,12,4,0,1,13,11,3,6,0.06,1,0.967741935483871,0.06060606060606061,1,1,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,11,22,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,7,4,0,3,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,12,23,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,1,12,3,1,0,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,7,7.0,7
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,13,24,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,14,4,0,1,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,14,25,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,11,4,0,1,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,7,7.0,7
griddly,heuristic,,,,medium,arena,medium_plus,many,open,medium_plus,many,low,4,2,map_type,arena,120,11,15,26,ofat_real,ofat:factor=map_type:value=arena:size=medium:map_type=arena:enemy_profile=medium_plus:item_profile=many:wall_profile=open:player_hp=4:enemy_hp=2:agent=heuristic,0,13,4,0,1,13,11,3,8,0.06,1,0.967032967032967,0.08080808080808081,0,0,8,8.0,8
