size,map_type,enemy_profile,item_profile,wall_profile,enemy_count_setting,items,wall_density,agent,episodes,wins,win_rate,win_rate_ci_low,win_rate_ci_high,avg_turns,std_turns,avg_damage_taken,avg_final_hp,avg_remaining_enemies,avg_remaining_enemies_on_losses,avg_chokepoints,avg_reachable_floor_fraction,avg_generated_enemy_count,avg_generated_obstacle_density,avg_interior_wall_density,avg_dead_end_count,avg_avg_enemy_attack_distance,avg_max_enemy_attack_distance
large,arena,heavy,many,open,high,many,low,heuristic,20,1,0.05,0.008881219432873136,0.23613589351256675,13.45,2.7290108097990378,3.95,0.05,3.0,3.1578947368421053,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,heavy,many,open,high,many,low,mcts_medium,20,6,0.3,0.14547527396899385,0.5189767762289793,18.35,4.881342028581893,3.6,0.4,2.9,4.142857142857143,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,heavy,many,open,high,many,low,mcts_small,20,9,0.45,0.25819502085709295,0.6579179916924003,19.05,9.069040743099569,3.4,0.6,2.75,5.0,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,heavy,many,open,high,many,low,random,20,0,0.0,0.0,0.1611301254949332,16.2,4.007492981902775,4.0,0.0,5.45,5.45,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,heavy,normal,normal,high,normal,default,heuristic,20,0,0.0,0.0,0.1611301254949332,12.05,2.7834331319433563,4.0,0.0,3.75,3.75,7.9,0.9499974488494309,6.0,0.14000000000000004,0.15151515151515146,5.95,10.316666666666666,10.75
large,arena,heavy,normal,normal,high,normal,default,mcts_medium,20,1,0.05,0.008881219432873136,0.23613589351256675,17.05,5.6522119563937085,3.95,0.05,4.0,4.2105263157894735,7.9,0.9499974488494309,6.0,0.14000000000000004,0.15151515151515146,5.95,10.316666666666666,10.75
large,arena,heavy,normal,normal,high,normal,default,mcts_small,20,0,0.0,0.0,0.1611301254949332,14.45,3.81411850890871,4.0,0.0,5.15,5.15,7.9,0.9499974488494309,6.0,0.14000000000000004,0.15151515151515146,5.95,10.316666666666666,10.75
large,arena,heavy,normal,normal,high,normal,default,random,20,0,0.0,0.0,0.1611301254949332,14.5,4.410215414239989,4.0,0.0,5.85,5.85,7.9,0.9499974488494309,6.0,0.14000000000000004,0.15151515151515146,5.95,10.316666666666666,10.75
large,arena,heavy,normal,open,high,normal,low,heuristic,20,1,0.05,0.008881219432873136,0.23613589351256675,13.7,2.0760539492026697,3.95,0.05,2.9,3.0526315789473686,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,heavy,normal,open,high,normal,low,mcts_medium,20,6,0.3,0.14547527396899385,0.5189767762289793,17.8,4.894895300208167,3.55,0.45,3.4,4.857142857142857,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,heavy,normal,open,high,normal,low,mcts_small,20,1,0.05,0.008881219432873136,0.23613589351256675,13.65,3.2905166767545797,3.95,0.05,4.8,5.052631578947368,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,heavy,normal,open,high,normal,low,random,20,0,0.0,0.0,0.1611301254949332,14.9,2.9983328701129897,4.0,0.0,5.65,5.65,4.9,0.9584144916244643,6.0,0.07000000000000002,0.07454545454545451,4.5,10.383333333333336,11.0
large,arena,light,few,normal,low,few,default,heuristic,20,18,0.9,0.6989617935882066,0.9721341060158468,16.35,1.681517172080024,2.95,1.05,0.1,1.0,6.4,0.9742895045665596,3.0,0.14000000000000004,0.15090909090909085,4.55,10.8,10.8
large,arena,light,few,normal,low,few,default,mcts_medium,20,10,0.5,0.2992949144298199,0.7007050855701801,25.65,9.93617129481975,3.35,0.65,0.9,1.8,6.4,0.9742895045665596,3.0,0.14000000000000004,0.15090909090909085,4.55,10.8,10.8
large,arena,light,few,normal,low,few,default,mcts_small,20,12,0.6,0.3865779423152061,0.7811960325858074,22.4,7.735631842325487,3.15,0.85,0.9,2.25,6.4,0.9742895045665596,3.0,0.14000000000000004,0.15090909090909085,4.55,10.8,10.8
large,arena,light,few,normal,low,few,default,random,20,0,0.0,0.0,0.1611301254949332,18.0,4.483302354291979,4.0,0.0,2.5,2.5,6.4,0.9742895045665596,3.0,0.14000000000000004,0.15090909090909085,4.55,10.8,10.8
